id,region,year,manufacturer,condition,cylinders,fuel,odometer,transmission,drive,size,type,paint_color,price
1413,greensboro,-0.5596154973475252,buick,excellent,6 cylinders,gas,1.3202801657293346,automatic,4wd,mid-size,SUV,blue,13989
1414,tucson,0.26334245903837916,buick,like new,4 cylinders,gas,-0.19713395854205523,automatic,fwd,full-size,sedan,silver,6257
1415,poconos,-0.11648429006280749,honda,excellent,4 cylinders,gas,0.4948825008821199,automatic,fwd,mid-size,SUV,silver,4209
1416,houston,-0.05317983187927637,chevrolet,good,8 cylinders,gas,-0.21732376068139464,automatic,4wd,full-size,SUV,black,8718
1417,oklahoma city,0.32664691722191025,honda,excellent,4 cylinders,gas,0.15622139766043683,automatic,fwd,mid-size,SUV,silver,9351
1418,high rockies,-0.433006580980463,chevrolet,fair,8 cylinders,gas,2.208462366040006,manual,fwd,full-size,coupe,green,6927
1419,phoenix,0.07342908448778585,jeep,good,6 cylinders,gas,0.29513197100605926,automatic,4wd,full-size,SUV,silver,5008
1420,northern michigan,-0.36970212279693193,bmw,like new,6 cylinders,gas,0.19025998367927285,automatic,fwd,full-size,sedan,silver,5708
1421,charlotte,0.3899513754054414,niѕsan,excellent,4 cylinders,other,-0.5869628517751629,automatic,4wd,mid-size,sedan,black,9627
1422,new haven,0.07342908448778585,kia,like new,4 cylinders,gas,1.0922064209593096,automatic,fwd,mid-size,sedan,grey,13358
1424,dallas / fort worth,0.3899513754054414,honda,like new,4 cylinders,gas,-0.3368730916069638,manual,fwd,full-size,sedan,black,3170
1425,springfield,-0.2430932064298697,bmw,excellent,6 cylinders,gas,0.23632114031877077,manual,rwd,mid-size,convertible,silver,16949
1426,boise,0.5165602917725036,pontiac,good,6 cylinders,gas,-1.6709556959497793,manual,fwd,mid-size,coupe,red,4343
1427,pueblo,0.010124626304254735,chevrolet,fair,4 cylinders,gas,0.2701399043712656,automatic,fwd,compact,wagon,green,5062
1428,hawaii,0.5165602917725036,kia,like new,4 cylinders,gas,-0.8354124018868161,automatic,fwd,compact,sedan,black,14198
1429,south jersey,0.13673354267131696,toyota,excellent,4 cylinders,gas,0.08909115101623462,automatic,4wd,mid-size,SUV,silver,26143
1430,inland empire,0.6431692081395658,toyota,excellent,4 cylinders,gas,0.13219316580113927,manual,fwd,compact,SUV,blue,8208
1431,oregon coast,-3.2817071992393627,dodge,fair,8 cylinders,gas,-0.9457968477541592,manual,rwd,full-size,coupe,green,8762
1432,las vegas,0.010124626304254735,ford,good,8 cylinders,other,0.6395422641166665,manual,rwd,full-size,SUV,red,1192
1433,spokane / coeur d'alene,0.5165602917725036,subaru,excellent,4 cylinders,gas,0.984798026328586,automatic,fwd,mid-size,sedan,brown,15187
1434,rhode island,0.20003800085484805,nissan,excellent,6 cylinders,gas,0.14123968518518162,automatic,fwd,mid-size,SUV,silver,2063
1435,chattanooga,-0.6229199555310564,pontiac,fair,6 cylinders,gas,0.6538306919288455,automatic,fwd,mid-size,sedan,red,2211
1436,toledo,0.3899513754054414,ford,like new,6 cylinders,gas,0.3017773581423745,automatic,rwd,full-size,truck,white,27591
1437,albany,-0.433006580980463,nissan,excellent,4 cylinders,gas,0.015907345606635835,automatic,fwd,mid-size,sedan,silver,3571
1438,modesto,0.26334245903837916,honda,excellent,4 cylinders,gas,-0.5913931098660398,manual,fwd,compact,sedan,blue,5993
1439,greenville / upstate,-0.3063976646134008,toyota,like new,4 cylinders,gas,2.040247833642897,automatic,fwd,full-size,pickup,green,2432
1440,central NJ,0.3899513754054414,ford,like new,4 cylinders,gas,-1.292016444741575,automatic,fwd,mid-size,sedan,black,14387
1441,central NJ,0.4532558335889725,chevrolet,good,4 cylinders,gas,-0.7882352260335859,manual,fwd,full-size,sedan,blue,6854
1442,nashville,-0.5596154973475252,chevrolet,good,8 cylinders,gas,0.6997565735121335,automatic,4wd,full-size,truck,green,5526
1443,wilmington,0.5798647499560347,chevrolet,excellent,4 cylinders,diesel,-0.046420636542112106,manual,4wd,full-size,SUV,blue,20398
1444,plattsburgh-adirondacks,-1.9523135773852096,chevrolet,excellent,8 cylinders,gas,-1.681202781457685,automatic,rwd,full-size,coupe,silver,17934
1445,cincinnati,0.07342908448778585,dodge,good,8 cylinders,gas,0.8501993453996567,automatic,4wd,full-size,SUV,white,22303
1446,albany,0.5165602917725036,jeep,excellent,4 cylinders,gas,0.24347380891587345,automatic,4wd,mid-size,SUV,silver,7552
1447,baltimore,-1.6357912864675541,ford,excellent,6 cylinders,gas,0.13268353787990042,manual,rwd,full-size,van,black,25938
1448,"washington, DC",0.20003800085484805,ram,excellent,8 cylinders,diesel,0.05209342314280529,automatic,4wd,full-size,pickup,white,24855
1449,dayton / springfield,0.26334245903837916,ford,excellent,8 cylinders,gas,-0.032690218336799214,automatic,rwd,full-size,coupe,blue,35756
1450,brownsville,0.4532558335889725,ford,good,8 cylinders,gas,-0.062400002556915905,manual,rwd,full-size,SUV,black,11730
1451,lincoln,-0.6862244137145874,buick,excellent,6 cylinders,gas,0.466525467224103,automatic,fwd,mid-size,SUV,black,1401
1452,rhode island,0.07342908448778585,subaru,excellent,4 cylinders,gas,0.4902155114428756,automatic,4wd,mid-size,SUV,silver,5495
1453,greensboro,0.4532558335889725,chevrolet,good,8 cylinders,gas,-1.6058883939127793,automatic,4wd,full-size,SUV,black,22819
1454,tampa bay area,-0.11648429006280749,ford,good,6 cylinders,gas,1.5576540706137956,automatic,rwd,mid-size,coupe,green,5313
1455,huntsville / decatur,0.26334245903837916,volkswagen,excellent,4 cylinders,gas,0.01091907790889285,automatic,fwd,mid-size,sedan,blue,3928
1456,bakersfield,0.13673354267131696,ford,good,4 cylinders,gas,-0.35924420402768914,automatic,fwd,mid-size,sedan,black,18826
1457,erie,0.20003800085484805,bmw,like new,6 cylinders,gas,-0.4029211378014862,automatic,rwd,mid-size,sedan,silver,20455
1458,phoenix,0.4532558335889725,chevrolet,like new,4 cylinders,gas,-0.8790047887504819,automatic,fwd,compact,other,green,33317
1459,toledo,0.3899513754054414,lexus,excellent,4 cylinders,gas,-0.30274995867799653,automatic,fwd,mid-size,sedan,silver,17857
1460,tucson,0.3899513754054414,nissan,like new,4 cylinders,gas,-0.25330692563324914,automatic,fwd,compact,sedan,black,6532
1461,vermont,0.32664691722191025,jeep,excellent,4 cylinders,gas,-0.6197501435240567,other,4wd,mid-size,offroad,black,16648
1462,new york city,0.7064736663230969,gmc,excellent,6 cylinders,other,0.8201682829210413,automatic,fwd,mid-size,other,silver,12856
1463,albany,0.4532558335889725,gmc,excellent,8 cylinders,gas,-0.7648157319272332,automatic,4wd,full-size,SUV,black,19847
1464,denver,0.010124626304254735,ford,like new,4 cylinders,gas,0.2771742072941845,manual,fwd,full-size,sedan,green,16513
1465,duluth / superior,0.7064736663230969,jeep,excellent,4 cylinders,gas,0.38995978540925474,automatic,4wd,mid-size,SUV,black,36819
1466,memphis,0.3899513754054414,ford,excellent,8 cylinders,gas,-1.505412845912817,automatic,rwd,mid-size,coupe,black,13410
1467,lexington,0.3899513754054414,chevrolet,excellent,4 cylinders,hybrid,-0.26412893013004746,automatic,fwd,full-size,sedan,black,4822
1468,orlando,0.3899513754054414,mazda,excellent,4 cylinders,gas,-0.1927375192152309,automatic,fwd,compact,SUV,white,8924
1469,fresno / madera,0.20003800085484805,honda,excellent,4 cylinders,gas,-0.19004892747305757,automatic,fwd,compact,sedan,black,5863
1470,albany,-0.11648429006280749,ram,excellent,6 cylinders,diesel,0.4065817079410559,automatic,4wd,full-size,pickup,black,15698
1471,stockton,0.26334245903837916,nissan,excellent,6 cylinders,gas,0.15562956928951815,automatic,rwd,mid-size,pickup,black,12271
1472,olympic peninsula,-0.05317983187927637,volkswagen,fair,4 cylinders,gas,-1.3366403039088417,manual,fwd,mid-size,coupe,black,5528
1473,east idaho,0.4532558335889725,bmw,excellent,6 cylinders,gas,-0.8571240484085177,automatic,rwd,full-size,sedan,black,26695
1474,bowling green,0.7697781245066281,ford,like new,6 cylinders,gas,0.1041743197836473,manual,4wd,full-size,SUV,blue,4178
1475,"washington, DC",0.20003800085484805,ram,good,8 cylinders,diesel,-0.011367487601701231,automatic,4wd,full-size,truck,white,63535
1476,joplin,0.3899513754054414,volkswagen,like new,4 cylinders,gas,1.7828532204393586,automatic,fwd,compact,sedan,grey,5790
1477,denver,0.13673354267131696,ford,excellent,6 cylinders,gas,-0.22278549107587256,automatic,4wd,mid-size,truck,green,15160
1478,northern WI,0.3899513754054414,buick,good,4 cylinders,gas,1.3453060511281807,manual,fwd,mid-size,SUV,green,1595
1479,albany,-0.36970212279693193,bmw,fair,6 cylinders,gas,-0.0832661799773052,manual,rwd,mid-size,coupe,green,4279
1480,harrisonburg,0.20003800085484805,toyota,good,6 cylinders,gas,-1.07065572463597,manual,fwd,full-size,truck,black,5807
1481,chicago,-0.1797887482463386,honda,fair,4 cylinders,gas,1.0203753661118105,manual,rwd,mid-size,coupe,green,3111
1482,eugene,0.32664691722191025,hyundai,excellent,4 cylinders,other,-0.8126523736794871,manual,fwd,mid-size,hatchback,black,5990
1483,salem,-0.433006580980463,ford,like new,4 cylinders,gas,-0.45973666140967745,manual,fwd,mid-size,sedan,black,25564
1484,cedar rapids,0.5165602917725036,subaru,excellent,4 cylinders,gas,-0.2613219727136904,automatic,4wd,compact,wagon,white,16797
1485,pittsburgh,0.13673354267131696,ram,excellent,6 cylinders,diesel,-0.6939485118552303,automatic,4wd,full-size,other,black,38052
1486,salem,0.5798647499560347,nissan,excellent,4 cylinders,gas,-0.09934700228426649,manual,fwd,compact,sedan,red,4191
1487,denver,0.3899513754054414,chevrolet,fair,4 cylinders,gas,0.9313474697436179,manual,fwd,mid-size,SUV,red,6991
1488,new hampshire,-0.2430932064298697,ram,fair,8 cylinders,gas,1.8340548292148358,manual,4wd,full-size,pickup,green,16654
1489,phoenix,0.7064736663230969,bmw,excellent,6 cylinders,gas,-1.9541371167433446,automatic,rwd,mid-size,coupe,white,18876
1490,grand rapids,0.7064736663230969,bmw,like new,6 cylinders,diesel,-0.6622772393200689,automatic,4wd,full-size,SUV,blue,38711
1491,tampa bay area,0.4532558335889725,honda,excellent,4 cylinders,gas,-0.11771059116477117,automatic,fwd,compact,sedan,silver,2940
1492,boston,0.3899513754054414,bmw,good,6 cylinders,gas,0.009346505380451842,other,rwd,compact,sedan,silver,5517
1493,fredericksburg,0.20003800085484805,nissan,like new,4 cylinders,gas,-0.8160004313206841,automatic,4wd,full-size,SUV,blue,22459
1494,champaign urbana,-1.4458779119169607,ford,new,4 cylinders,gas,0.2799473459464891,automatic,fwd,full-size,other,green,12925
1495,williamsport,0.4532558335889725,bmw,excellent,6 cylinders,gas,-0.8671682213321087,automatic,fwd,compact,convertible,silver,3694
1496,columbia,0.20003800085484805,chevrolet,excellent,4 cylinders,gas,0.7667684544821519,automatic,4wd,full-size,SUV,black,8433
1497,hartford,0.13673354267131696,bmw,excellent,6 cylinders,gas,0.6450716320392493,automatic,4wd,full-size,sedan,black,19400
1498,jacksonville,0.4532558335889725,audi,good,6 cylinders,gas,0.44011301249910456,automatic,fwd,mid-size,SUV,blue,7017
1499,tulsa,0.3899513754054414,nissan,good,4 cylinders,gas,-0.363133361893726,automatic,4wd,mid-size,SUV,silver,10280
1500,albany,-0.3063976646134008,chevrolet,excellent,6 cylinders,gas,-0.15582433825193284,automatic,rwd,full-size,sedan,green,7868
1501,SF bay area,0.010124626304254735,kia,excellent,4 cylinders,other,-0.3047283563750675,automatic,fwd,full-size,sedan,black,22184
1502,"washington, DC",-0.2430932064298697,ford,good,8 cylinders,gas,1.5642149108399797,automatic,rwd,full-size,pickup,white,7186
1503,springfield,0.6431692081395658,jeep,good,6 cylinders,gas,-0.5888905213261552,automatic,4wd,mid-size,SUV,black,14265
1504,la crosse,0.26334245903837916,bmw,excellent,6 cylinders,gas,-1.7461517178205015,manual,fwd,mid-size,sedan,silver,24632
1505,el paso,-0.8128333300816497,ford,excellent,6 cylinders,gas,-0.01608520518702426,automatic,rwd,full-size,pickup,black,24072
1506,boulder,-0.05317983187927637,bmw,like new,8 cylinders,gas,-0.35628506217309586,automatic,4wd,full-size,sedan,brown,5896
1507,richmond,-0.4963110391639941,toyota,good,4 cylinders,gas,1.1186357850663342,other,fwd,sub-compact,sedan,black,2198
1508,monroe,-0.6229199555310564,ford,fair,4 cylinders,other,0.8399353505097245,manual,fwd,compact,coupe,red,4711
1509,rhode island,0.32664691722191025,buick,excellent,6 cylinders,gas,0.28427614774520843,automatic,fwd,mid-size,sedan,silver,7702
1510,harrisburg,0.5165602917725036,ford,good,4 cylinders,gas,0.25581765779503407,automatic,fwd,mid-size,truck,white,24248
1511,lewiston / clarkston,-1.1293556209993052,chevrolet,fair,8 cylinders,gas,0.46488525716755696,manual,rwd,full-size,convertible,green,2202
1512,grand rapids,0.32664691722191025,ford,excellent,4 cylinders,gas,0.07965571584558856,automatic,4wd,full-size,SUV,black,22201
1513,boston,0.13673354267131696,toyota,good,6 cylinders,gas,0.12162480203473462,automatic,fwd,full-size,SUV,black,9047
1514,orange county,0.010124626304254735,ram,good,8 cylinders,diesel,-0.47470146450290646,automatic,rwd,full-size,truck,white,24138
1515,greenville / upstate,0.32664691722191025,honda,excellent,4 cylinders,gas,0.7802452319570711,automatic,fwd,mid-size,sedan,silver,14746
1516,pittsburgh,-0.05317983187927637,bmw,excellent,6 cylinders,gas,-0.2359240809102668,manual,4wd,mid-size,sedan,black,8769
1517,san antonio,0.13673354267131696,chevrolet,good,8 cylinders,gas,0.7678337455498055,automatic,4wd,full-size,truck,blue,17406
1518,syracuse,0.20003800085484805,bmw,good,6 cylinders,gas,-0.6675529665122582,automatic,fwd,compact,sedan,white,9162
1519,york,0.26334245903837916,bmw,excellent,6 cylinders,gas,-0.04341076654144007,manual,4wd,mid-size,sedan,silver,16592
1520,los angeles,0.32664691722191025,nissan,excellent,4 cylinders,gas,0.7053028508167426,automatic,fwd,mid-size,sedan,blue,5745
1521,dallas / fort worth,0.13673354267131696,bmw,excellent,6 cylinders,gas,-1.673542831399795,automatic,fwd,full-size,SUV,white,28006
1522,san diego,-0.2430932064298697,ford,like new,4 cylinders,gas,1.3870384059689593,automatic,fwd,compact,sedan,green,1151
1523,modesto,0.5165602917725036,honda,good,4 cylinders,diesel,-0.49741076456415667,automatic,fwd,full-size,sedan,black,17064
1524,winchester,0.4532558335889725,mazda,excellent,4 cylinders,other,0.6466272951856641,automatic,fwd,compact,sedan,silver,7313
1525,treasure coast,0.13673354267131696,mazda,like new,6 cylinders,gas,-0.5013337411942461,manual,fwd,full-size,SUV,green,4105
1526,oklahoma city,-0.4963110391639941,lincoln,fair,6 cylinders,gas,1.3829801542826599,automatic,rwd,full-size,SUV,black,3708
1527,vermont,-0.8761377882651807,mazda,fair,4 cylinders,gas,-0.2368879156857629,manual,fwd,compact,sedan,green,3904
1528,philadelphia,-0.4963110391639941,jeep,excellent,6 cylinders,gas,-0.11515727447880782,manual,4wd,full-size,SUV,blue,7081
1529,hudson valley,0.5165602917725036,bmw,excellent,6 cylinders,gas,-0.3395785927311634,other,rwd,compact,sedan,blue,9602
1530,oklahoma city,0.5798647499560347,jeep,excellent,4 cylinders,gas,1.1736081860336645,automatic,fwd,mid-size,SUV,silver,9428
1531,albuquerque,-0.4963110391639941,jeep,excellent,6 cylinders,gas,0.9243300762027252,automatic,4wd,full-size,SUV,black,16943
1532,north jersey,0.13673354267131696,volkswagen,excellent,4 cylinders,gas,-0.2970684063171774,automatic,fwd,compact,sedan,black,6121
1533,columbus,0.4532558335889725,subaru,excellent,4 cylinders,gas,0.3443044539383867,automatic,fwd,mid-size,sedan,grey,7310
1534,eastern CT,-0.1797887482463386,ford,excellent,6 cylinders,gas,-1.7074968705084999,automatic,rwd,mid-size,SUV,white,21720
1535,wichita,0.4532558335889725,audi,like new,8 cylinders,gas,0.3043475842103641,automatic,4wd,mid-size,sedan,black,22207
1536,western maryland,-0.1797887482463386,chevrolet,fair,6 cylinders,gas,0.17428061766446906,automatic,rwd,full-size,SUV,green,2962
1537,reno / tahoe,0.20003800085484805,bmw,excellent,6 cylinders,gas,0.6760327105293084,automatic,4wd,full-size,SUV,black,21123
1538,tampa bay area,0.32664691722191025,mazda,like new,4 cylinders,gas,-0.36756361998460285,automatic,fwd,mid-size,sedan,green,8403
1539,syracuse,0.32664691722191025,hyundai,excellent,4 cylinders,gas,-0.4575722605103178,automatic,fwd,compact,sedan,silver,6666
1540,worcester / central MA,0.26334245903837916,chevrolet,excellent,8 cylinders,gas,-0.5567119673302063,manual,4wd,full-size,sedan,black,18226
1541,rochester,0.26334245903837916,saturn,good,6 cylinders,gas,0.1424402513090452,automatic,fwd,mid-size,sedan,black,2666
1543,albany,-0.11648429006280749,chevrolet,good,6 cylinders,gas,-0.7364079701231375,automatic,fwd,full-size,coupe,black,12883
1544,houston,-0.6229199555310564,ford,good,4 cylinders,gas,2.3684251200083066,manual,rwd,full-size,convertible,green,1672
1546,dallas / fort worth,-0.11648429006280749,hyundai,good,4 cylinders,gas,-0.11999335773831457,other,fwd,full-size,sedan,silver,1475
1547,albany,0.32664691722191025,bmw,excellent,8 cylinders,gas,-0.2365666374272642,automatic,4wd,mid-size,sedan,black,4467
1548,merced,-1.002746704632243,honda,fair,4 cylinders,gas,0.1051043357950909,manual,fwd,compact,sedan,red,6665
1549,fayetteville,-1.002746704632243,ford,good,8 cylinders,gas,-1.6528119290356158,automatic,rwd,full-size,pickup,silver,38479
1550,binghamton,0.010124626304254735,chevrolet,good,4 cylinders,gas,1.3641092839413678,automatic,fwd,mid-size,sedan,black,6827
1551,anchorage / mat-su,-0.4963110391639941,ram,excellent,6 cylinders,gas,0.7823758140923783,automatic,4wd,full-size,truck,silver,3601
1552,brownsville,0.3899513754054414,honda,good,4 cylinders,gas,-0.5872672206516354,automatic,fwd,compact,hatchback,black,19863
1553,albany,-0.433006580980463,dodge,good,6 cylinders,gas,0.15280570249113484,automatic,fwd,mid-size,sedan,red,24840
1554,norfolk / hampton roads,-0.05317983187927637,volkswagen,good,4 cylinders,gas,-0.27927973642556514,automatic,fwd,mid-size,sedan,grey,6203
1555,SF bay area,0.5798647499560347,honda,excellent,4 cylinders,gas,-0.049092318902259194,automatic,fwd,compact,sedan,black,8617
1556,cleveland,0.5798647499560347,chevrolet,excellent,6 cylinders,gas,-0.8271268046939548,automatic,fwd,full-size,SUV,black,19783
1557,central NJ,-0.11648429006280749,toyota,good,4 cylinders,gas,1.1490726727135796,automatic,fwd,full-size,SUV,custom,2654
1558,cape cod / islands,0.3899513754054414,bmw,like new,6 cylinders,gas,-0.18732651696683175,automatic,fwd,mid-size,sedan,silver,3786
